SDRs per currency unit for the period  January 02, 2003 - December 15, 2017;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
Date;ALGERIAN DINAR   (DZD)                     ;Brunei dollar   (BND)                     ;Canadian dollar   (CAD)                     ;Colombian peso   (COP)                     ;euro   (EUR)                     ;Iranian rial   (IRR)                     ;Kazakhstani tenge   (KZT)                     ;Kuwaiti dinar   (KWD)                     ;Libyan dinar   (LYD)                     ;Qatar riyal   (QAR)                     ;rial Omani   (OMR)                     ;Russian ruble   (RUB)                     ;Saudi Arabian riyal   (SAR)                     ;U.A.E. dirham   (AED)                     ;U.K. pound sterling   (GBP)                     ;U.S. dollar   (USD)                     ;Venezuelan bolivar   (VEB)                     
2-Jan-2003;;0,422679;0,467747;0,000257108;0,769412;9,26152E-05;;;0,607999;0,202352;1,91563;;0,196416;0,200561;1,18402;0,736561;0,000525552
3-Jan-2003;;0,424076;0,472479;0,000260171;0,769152;;;;0,607999;0,203335;1,92494;;0,19737;0,201535;1,1803;0,740139;0,00052754
6-Jan-2003;;0,422687;0,471715;0,000258902;0,771587;9,28421E-05;;2,45531;0,607999;0,202112;1,91336;;0,196183;0,200323;1,18681;0,735686;
7-Jan-2003;;0,424663;0,47396;0,000260068;0,770405;0,000092191;;2,46637;0,607999;0,203021;1,92197;;0,197066;0,201225;1,18498;0,738998;0,000519598
8-Jan-2003;;0,424412;0,473532;0,000256547;0,767198;9,25949E-05;;2,46746;0,607999;0,203111;1,92282;;0,197153;0,201314;1,1841;0,739325;0,000490025
9-Jan-2003;;0,423422;0,473403;0,000253375;0,772817;9,25889E-05;;2,45757;0,607999;0,202068;1,91294;;0,19614;0,200279;1,18368;0,735526;
10-Jan-2003;;0,423309;0,474789;0,00025246;0,77294;9,25889E-05;;;0,607999;0,202177;1,91397;;0,196246;0,200387;1,18373;0,735923;0,00048632
13-Jan-2003;;0,423187;0,476819;0,000253;0,77552;9,22208E-05;;2,45635;0,607999;0,201967;1,91199;;0,196043;0,20018;1,17934;0,73516;0,000471559
14-Jan-2003;;0,423166;0,476484;0,000252415;0,775974;9,21599E-05;;2,45128;0,607999;0,20155;1,90804;;0,195638;0,199767;1,17786;0,733643;0,000455467
15-Jan-2003;;0,423961;0,478834;0,000253219;0,773773;9,19468E-05;;2,45617;0,607999;0,201952;1,91185;;0,196028;0,200165;1,17499;0,735106;0,000428321
16-Jan-2003;;0,423518;0,477551;0,000252515;0,775039;;;2,45134;0,607999;0,201555;1,90809;;0,195643;0,199772;1,17701;0,733661;0,000427666
17-Jan-2003;;0,422421;0,476125;0,000249657;0,778706;;;;0,607999;0,200836;1,90128;;0,194945;0,199058;1,18151;0,731042;0,000416133
20-Jan-2003;;0,421995;0,476824;0,000250303;0,779567;9,17127E-05;;2,44923;0,607999;0,201039;1,9032;;0,195142;0,19926;1,17568;0,731782;
21-Jan-2003;;0,422293;0,4778;0,000250325;0,780297;9,16093E-05;;2,45153;0,607999;0,201227;1,90499;;0,195325;0,199446;1,17685;0,732467;0,000395661
22-Jan-2003;;0,421397;0,476767;0,000248962;0,78285;9,18223E-05;;2,44463;0,607999;0,200661;1,89963;;0,194775;0,198886;1,1761;0,730407;0,000394548
23-Jan-2003;;0,420159;0,478201;0,000247258;0,783843;9,16445E-05;;2,43886;0,607999;0,200187;1,89514;;0,194315;0,198416;1,18163;0,728682;0,000393616
24-Jan-2003;;0,420398;0,47804;0,000248601;0,784671;9,16445E-05;;;0,607999;0,199897;1,89239;;0,194033;0,198128;1,18632;0,727625;0,000393045
27-Jan-2003;;0,419136;0,475129;0,000247707;0,787506;9,12614E-05;;2,42714;0,607999;0,199032;1,88421;;0,193194;0,197271;1,18669;0,724477;0,000391345
28-Jan-2003;;0,420215;0,473535;0,000246701;0,78612;9,09687E-05;;2,43677;0,607999;0,199821;1,89168;;0,19396;0,198053;1,19118;0,72735;0,000392897
29-Jan-2003;;0,418643;0,47605;0,00024443;0,787801;9,13415E-05;;2,42849;0,607999;0,199143;1,88526;;0,193302;0,197381;1,19381;0,724881;
30-Jan-2003;;0,420714;0,47587;0,000246893;0,783001;9,10423E-05;;2,44065;0,607999;0,20014;1,89469;;0,194269;0,198369;1,1973;0,728509;0,000393523
31-Jan-2003;;0,418057;0,47512;0,000248238;0,785737;9,10423E-05;;;0,607999;0,199576;1,88936;;0,193722;0,19781;1,19931;0,726458;0,000392415
3-Feb-2003;;;0,480274;0,000248299;0,783286;9,10235E-05;;2,4425;0,607999;0,200567;1,89874;;0,194684;0,198792;1,19599;0,730064;
4-Feb-2003;;0,416951;0,480582;0,000246076;0,787567;9,13953E-05;;2,43475;0,607999;0,19993;1,89271;;0,194066;0,198161;1,19729;0,727746;
5-Feb-2003;;0,416659;0,476546;0,000244073;0,790006;9,11275E-05;;2,42259;0,607999;0,198932;1,88326;;0,193097;0,197171;1,19587;0,724112;
6-Feb-2003;;0,417423;0,478137;0,000245665;0,78663;9,08548E-05;;2,43387;0,607999;0,199859;1,89203;;0,193996;0,19809;1,1978;0,727485;0,000455247
7-Feb-2003;;0,41883;0,479599;0,000246186;0,787077;9,08548E-05;;;0,607999;0,200417;1,89732;;0,194538;0,198643;1,1862;0,729518;0,000456519
10-Feb-2003;;0,416447;0,475796;0,000246609;0,787353;9,14182E-05;;;0,607999;0,200135;1,89464;;0,194264;0,198364;1,19028;0,728491;
11-Feb-2003;;0,417075;0,478923;0,000246827;0,784536;;;;0,607999;0,201319;1,90585;;0,195413;0,199537;1,18662;0,7328;0,000458573
12-Feb-2003;;;0,478336;0,000246771;0,784686;;;;0,607999;0,200888;1,90178;;0,194995;0,19911;1,18328;0,731233;0,000457593
13-Feb-2003;;0,416594;0,480886;0,000246796;0,786094;9,16334E-05;;;0,607999;0,200743;1,90041;;0,194855;0,198967;1,18411;0,730706;0,000457263
14-Feb-2003;;0,415995;0,480442;0,00024654;0,787561;9,16334E-05;;;0,607999;0,200466;1,89778;;0,194586;0,198692;1,17955;0,729696;0,000456631
17-Feb-2003;;0,417307;0,481622;0,000247905;0,784946;0,000091418;;2,44394;0,607999;0,201236;1,90507;;0,195333;0,199455;1,17112;0,732499;
18-Feb-2003;;0,417371;0,483002;0,000249321;0,783892;0,000091418;;2,44112;0,607999;0,201003;1,90287;;0,195107;0,199225;1,1675;0,731652;0,000457855
19-Feb-2003;;0,417787;0,483206;0,000249748;0,784132;9,15366E-05;;2,44118;0,607999;0,201009;1,90292;;0,195112;0,19923;1,16577;0,731671;0,000457867
20-Feb-2003;;0,417517;0,485239;0,000248497;0,78564;0,000091482;;2,43542;0,607999;0,200534;1,89843;;0,194652;0,19876;1,16572;0,729945;
21-Feb-2003;;0,417741;0,483812;0,000247881;0,789365;0,000091482;;;0,607999;0,200091;1,89423;;0,194222;0,19832;1,16263;0,728331;
24-Feb-2003;;0,419494;0,489003;0,00024855;0,783402;9,10653E-05;;2,438;0,607999;0,200746;1,90043;;0,194858;0,19897;1,15307;0,730717;
25-Feb-2003;;0,419621;0,488527;0,000247258;0,785613;9,13739E-05;;;0,607999;0,200323;1,89642;;0,194447;0,19855;1,15005;0,729175;0,000456305
26-Feb-2003;;0,420948;0,489072;0,000247451;0,78543;9,10901E-05;;;0,607999;0,200667;1,89969;;0,194781;0,198891;1,15116;0,730429;0,000457089
27-Feb-2003;;0,41996;0,486948;0,000247069;0,787933;9,11781E-05;;;0,607999;0,200023;1,89359;;0,194156;0,198253;1,15299;0,728084;0,000455622
28-Feb-2003;;0,419794;0,490536;0,000246752;0,786521;9,11781E-05;;;0,607999;0,200405;1,89721;;0,194527;0,198632;1,15461;0,729476;
3-Mar-2003;;0,420013;0,491731;0,000246807;0,788426;9,10477E-05;;2,43569;0,607999;0,200556;1,89863;;0,194673;0,198781;1,15001;0,730024;
4-Mar-2003;;0,419129;0,492019;0,000245547;0,793605;9,09686E-05;;2,43072;0,607999;0,199673;1,89028;;0,193816;0,197906;1,14938;0,726811;
5-Mar-2003;;0,418372;0,492197;0,000244648;0,794664;0,000090546;;2,42354;0,607999;0,199083;1,88469;;0,193243;0,197321;1,15482;0,724662;
6-Mar-2003;;0,417706;0,492695;0,000244802;0,794602;9,02446E-05;;;0,607999;0,199122;1,88505;;0,193281;0,19736;1,16186;0,724803;
7-Mar-2003;;0,416534;0,492813;0,0002441;0,797636;9,02446E-05;;;0,607999;0,198506;1,87922;;0,192683;0,196749;1,16065;0,722562;
10-Mar-2003;;0,416339;0,492812;0,000244029;0,797525;8,96334E-05;;2,41908;0,607999;0,198424;1,87845;;0,192604;0,196668;1,15404;0,722265;
11-Mar-2003;;0,415939;0,490419;0,000243742;0,799916;8,95113E-05;;2,41801;0,607999;0,198337;1,87762;;0,192519;0,196582;1,15605;0,721946;0,000452347
12-Mar-2003;;0,4147;0,49044;0,000243717;0,796304;8,94934E-05;;;0,607999;0,198372;1,87796;;0,192553;0,196617;1,16485;0,722075;0,000452428
13-Mar-2003;;0,415348;0,489216;0,00024527;0,789254;;;2,42728;0,608;0,199584;1,88943;;0,19373;0,197818;1,16703;0,726486;0,000455192
14-Mar-2003;;0,416367;0,492579;;0,786683;;;;0,608;0,200577;1,89883;;0,194693;0,198802;1,16378;0,7301;0,000457456
17-Mar-2003;;0,416018;0,49179;0,000246571;0,788009;9,04481E-05;;2,4332;0,608;0,200431;1,89745;;0,194552;0,198658;1,15287;0,72957;0,000457124
18-Mar-2003;;0,417992;0,498277;0,0002492;0,779926;8,99371E-05;;2,4538;0,608;0,202404;1,91613;;0,196467;0,200613;1,15235;0,736752;0,000461624
19-Mar-2003;;0,416608;0,497262;;0,778107;9,05991E-05;;2,45178;0,608;0,202238;1,91456;;0,196306;0,200448;1,14486;0,736147;
20-Mar-2003;;0,416214;0,49797;0,000249083;0,779782;;;2,44902;0,608;0,202252;1,91469;;0,19632;0,200463;1,1534;0,736199;0,000461278
21-Mar-2003;;0,418148;0,495062;0,000249775;0,780202;;;;0,608;0,202744;1,91935;;0,196797;0,20095;1,15517;0,737989;0,000462399
24-Mar-2003;;0,416193;0,497177;0,000248936;0,782525;;;2,44492;0,608;0,202162;1,91384;;0,196232;0,200373;1,15753;0,735871;
25-Mar-2003;;0,416386;0,496563;0,000248193;0,784369;9,04021E-05;;2,4437;0,608;0,201558;1,90812;;0,195646;0,199775;1,15671;0,733672;
26-Mar-2003;;0,416293;0,500118;0,0002486;0,784742;9,00761E-05;;2,45036;0,608;0,202108;1,91332;;0,196179;0,200319;1,15545;0,735673;0,000460948
27-Mar-2003;;0,414273;0,499373;0,000247709;0,786189;9,02776E-05;;2,44206;0,608;0,201423;1,90684;;0,195515;0,199641;1,15344;0,73318;
28-Mar-2003;;0,41459;0,499864;0,000247978;0,78726;9,02776E-05;;;0,608;0,201566;1,90819;;0,195653;0,199782;1,14765;0,7337;
31-Mar-2003;;0,412276;0,495416;0,000246062;0,793062;9,01023E-05;;2,42776;0,608;0,199976;1,89314;;0,19411;0,198207;1,14989;0,727914;
1-Apr-2003;;0,41219;0,494427;;0,792966;;;2,43184;0,608;0,200026;1,89361;;0,194158;0,198255;1,14762;0,728093;0,000456199
2-Apr-2003;;0,412558;0,494366;0,000246651;0,790301;;;2,43732;0,608;0,200476;1,89788;;0,194595;0,198702;1,14838;0,729733;0,000457226
3-Apr-2003;;0,414726;0,497519;0,000248246;0,785463;;;;0,608;0,201632;1,90882;;0,195717;0,199848;1,147;0,73394;0,000459862
4-Apr-2003;;0,412976;0,498747;0,000248753;0,786962;;;;0,608;0,201677;1,90925;;0,195762;0,199893;1,14924;0,734106;0,000459966
7-Apr-2003;;0,414001;0,497353;0,000250568;0,781344;;;2,456;0,608;0,202849;1,92034;;0,196899;0,201054;1,14484;0,738371;0,000462638
8-Apr-2003;;0,413079;0,501103;0,000249989;0,784117;9,04979E-05;;2,44668;0,608;0,202079;1,91305;;0,196152;0,200291;1,14138;0,735569;0,000460883
9-Apr-2003;;;0,499897;0,000249717;0,788193;9,01765E-05;;2,44331;0,608;0,201579;1,90832;;0,195666;0,199796;1,1412;0,733749;
10-Apr-2003;;0,411244;0,502581;0,00025074;0,791208;9,00198E-05;;2,43835;0,608;0,201171;1,90445;;0,19527;0,19939;1,14467;0,732261;
11-Apr-2003;;0,413141;0,505156;0,000251837;0,78718;9,00198E-05;;;0,608;0,201452;1,90711;;0,195542;0,199669;1,15118;0,733284;
14-Apr-2003;;0,411615;0,504719;0,00025092;0,787513;8,99734E-05;;2,44233;0,608;0,201499;1,90756;;0,195589;0,199716;1,15417;0,733457;0,00045956
15-Apr-2003;;0,41226;0,50488;0,00024997;0,790288;8,99835E-05;;2,44026;0,608;0,201328;1,90594;;0,195422;0,199546;1,15194;0,732834;0,000459169
16-Apr-2003;;0,410854;0,502127;0,000250446;0,792325;8,99179E-05;;2,43481;0,608;0,200878;1,90168;;0,194986;0,199101;1,15178;0,731197;
17-Apr-2003;;0,411718;0,502377;0,000249569;0,795245;8,97284E-05;;2,43219;0,608;0,200068;1,89401;;0,194199;0,198297;1,14837;0,728246;
18-Apr-2003;;;;0,000249977;;8,97284E-05;;;0,608;0,200394;1,8971;;0,194516;;;0,729435;
21-Apr-2003;;0,413584;;0,000250658;;8,94905E-05;;2,43954;0,608;0,20094;1,90227;;0,195046;0,199162;;0,731423;0,000458285
22-Apr-2003;;0,409389;0,502606;0,000249079;0,797944;0,000089745;;2,42586;0,608;0,199813;1,8916;;0,193952;0,198045;1,14669;0,727321;0,000455715
23-Apr-2003;;0,410026;0,502007;0,000249796;0,797174;;;2,4295;0,608;0,200113;1,89444;;0,194243;0,198342;1,14973;0,728412;0,000456398
24-Apr-2003;;0,407905;0,497913;0,000249367;0,799078;8,93209E-05;;2,42114;0,608;0,199425;1,88792;;0,193575;0,19766;1,1555;0,725907;
25-Apr-2003;;0,408398;0,500634;;0,798309;8,93209E-05;;;0,608;0,199868;1,89212;;0,194006;0,1981;1,15538;0,727521;0,00045584
28-Apr-2003;;0,406689;0,500024;0,000248928;0,799406;8,92336E-05;;2,4226;0,608;0,199199;1,88579;;0,193356;0,197436;1,15724;0,725085;
29-Apr-2003;;0,409669;0,502813;;0,79641;8,89456E-05;;2,42872;0,608;0,199702;1,89055;;0,193845;0,197935;1,15674;0,726917;0,000455462
30-Apr-2003;;0,407299;0,504073;0,00025022;0,804314;8,91596E-05;;2,41677;0,608;0,198513;1,8793;;0,19269;0,196757;1,15332;0,722589;
1-May-2003;;;0,507812;;;;;2,40973;0,608;0,197935;1,87382;;0,192129;0,196184;1,15558;0,720484;
2-May-2003;;0,405901;0,505157;0,00025048;0,807505;;;;0,608;0,197386;1,86862;;0,191596;0,195639;1,15475;0,718485;0,000450179
5-May-2003;;0,406802;0,508244;0,000250616;0,805733;8,82333E-05;;2,40467;0,608;0,197321;1,86801;0,0230871;0,191533;0,195575;1,15365;0,71825;0,000450031
6-May-2003;;0,409583;0,508736;0,000250633;0,812686;8,81831E-05;;2,39848;0,608;0,196814;1,8632;0,0230218;0,191041;0,195072;1,15269;0,716402;0,000448873
7-May-2003;;0,410084;0,509905;0,000250028;0,81626;8,79887E-05;;2,3945;0,608;0,196243;1,8578;0,022968;0,190487;0,194507;1,14828;0,714326;0,000447573
8-May-2003;;0,41136;0,512402;;0,817492;8,77874E-05;;2,39282;0,608;0,196402;1,85931;0,0229872;0,190641;0,194664;1,14356;0,714903;0,000447934
9-May-2003;;0,410017;0,511675;0,000250178;0,817079;8,77874E-05;;;0,608;0,195772;1,85334;0,0229134;0,190029;0,194039;1,14239;0,71261;0,000446497
12-May-2003;;0,409482;0,510975;0,000249852;0,822913;8,74692E-05;;2,37791;0,608;0,194943;1,84549;0,0228844;0,189224;0,193217;1,145;0,709591;0,000444606
13-May-2003;;0,41013;0,512028;0,000251112;0,81964;8,71735E-05;;2,3847;0,608;0,195499;1,85076;0,0229701;0,189765;0,193769;1,14385;0,711617;0,000445875
14-May-2003;;0,410307;0,516284;0,000252986;0,8185;8,73901E-05;;2,38531;0,608;0,19555;1,85124;0,0229753;0,189814;0,193819;1,14863;0,711801;0,000445991
15-May-2003;;;0,516646;0,000252016;0,814613;8,73695E-05;;;0,608;0,195318;1,84904;0,0229489;0,189588;0,193589;1,15161;0,710956;0,000445461
16-May-2003;;0,413779;0,521016;0,000251795;0,818314;8,73695E-05;;;0,608;0,195624;1,85195;0,0230517;0,189886;0,193893;1,15463;0,712073;0,000446161
19-May-2003;;0,409407;;0,000250372;0,821655;;;2,36568;0,608;0,193726;1,83397;0,0228282;0,188043;0,192011;1,15287;0,705162;0,000441831
20-May-2003;;0,408948;0,526104;0,000246072;0,823695;8,65657E-05;;2,36993;0,608;0,19434;1,83979;0,0229006;0,18864;0,192621;1,15497;0,707399;0,000443232
21-May-2003;;0,409446;0,522768;0,000242446;0,824631;0,000086904;;2,36348;0,608;0,193812;1,83479;0,0228382;0,188127;0,192097;1,15952;0,705476;0,000442028
22-May-2003;;0,409151;0,516447;0,000242614;0,828139;8,66786E-05;;2,36726;0,608;0,194122;1,83772;0,0229181;0,188427;0,192404;1,15417;0,706603;0,000442734
23-May-2003;;0,408836;0,511112;0,000242285;0,830083;8,66786E-05;;;0,608;0,193422;1,8311;0,0228356;0,187749;0,191711;1,15437;0,704057;0,000441138
26-May-2003;;0,409329;0,512197;0,000245423;0,831593;;;2,35842;;0,193397;1,83086;;0,187724;0,191685;1,15337;0,703964;0,00044108
27-May-2003;;0,407582;0,510085;0,000244446;0,834454;8,64828E-05;;2,35179;0,608;0,192627;1,82357;0,0228243;0,186977;0,190923;1,15285;0,701163;0,000439325
28-May-2003;;0,409106;0,509686;0,000247973;0,82956;0,000086191;;2,37046;0,608;0,194157;1,83805;0,0230817;0,188461;0,192438;1,1548;0,70673;0,000442813
29-May-2003;;0,407165;0,513;0,000245695;0,830385;8,68004E-05;;2,36127;0,608;0,194052;1,83706;0,0230313;0,18836;0,192335;1,1599;0,70635;0,000442575
30-May-2003;;0,407104;0,51375;0,000246596;0,832563;8,68004E-05;;;0,608;0,193475;1,8316;0,022933;0,1878;0,191763;1,16032;0,704249;0,000441259
2-Jun-2003;;0,408132;0,516759;;0,826029;8,64005E-05;;2,36579;0,608;0,194423;1,84057;0,0230973;0,18872;0,192703;1,15355;0,707701;0,000443422
3-Jun-2003;;0,409853;0,514118;0,000247894;0,829196;0,000086781;;2,36452;0,608;0,19432;1,83959;0,0230079;0,18862;;1,15647;0,707324;0,000443185
4-Jun-2003;;0,409796;0,521226;0,000248585;0,827152;;;2,36515;0,608;0,194371;1,84008;0,0230011;0,18867;0,192651;1,15515;0,707512;0,000443303
5-Jun-2003;;0,410347;0,528052;0,000248321;0,83325;;;2,36559;0,608;0,194407;1,84042;0,0230895;0,188705;0,192687;1,15983;0,707643;0,000443385
6-Jun-2003;;0,408363;0,519109;0,00024756;0,830305;;;;0,608;0,193097;1,82802;0,0229954;0,187433;0,191388;1,17029;0,702874;0,000440397
9-Jun-2003;;0,40839;0,520108;0,000249811;0,828459;;;2,36182;0,608;0,194098;1,83749;0,0231939;0,188404;0,19238;1,16674;0,706515;0,000442679
10-Jun-2003;;0,408204;0,517194;0,00025044;0,825793;8,66569E-05;;2,35965;0,608;0,193919;1,8358;0,0230985;0,188231;0,192203;1,16574;0,705866;0,000442272
11-Jun-2003;;0,406171;0,520736;0,000250746;0,827651;0,000086588;;2,3551;0,608;0,193545;1,83226;0,0230892;0,187868;0,191832;1,17215;0,704504;0,000441419
12-Jun-2003;;0,404936;0,521802;0,000249483;0,825908;8,63785E-05;;2,35578;0,608;0,193368;1,83058;;0,187696;0,191657;1,17791;0,703859;0,000441014
13-Jun-2003;;0,404869;0,526684;0,000248465;0,826921;8,63785E-05;;;0,608;0,193325;1,83018;;0,187654;0,191614;1,17476;0,703703;0,000440917
16-Jun-2003;;0,405696;0,523266;0,000248354;0,830679;8,63442E-05;;2,3454;0,5175;0,192516;1,82252;0,0230049;0,186869;0,190812;1,17966;0,700758;0,000439071
17-Jun-2003;;0,406593;0,524449;0,000249254;0,828801;8,60668E-05;;2,3514;0,5175;0,193009;1,82718;0,0231251;0,187347;0,191301;1,1805;0,702552;0,000440195
18-Jun-2003;;0,407815;0,528185;0,000249104;0,824433;8,62346E-05;;2,3586;0,5175;0,1936;1,83278;0,0231963;0,187921;0,191887;1,1839;0,704704;0,000441544
19-Jun-2003;;0,408293;0,524192;0,000250034;0,824533;;;2,3678;0,5175;0,194354;1,83992;0,0232862;0,188653;0,192634;1,18371;0,70745;0,000443264
20-Jun-2003;;0,407449;0,519204;0,000249594;0,822496;8,64983E-05;;;0,5175;0,193874;1,83538;0,0232286;0,188187;0,192158;1,18149;0,705702;0,000442169
23-Jun-2003;;0,408938;0,523128;;0,818653;8,63137E-05;;2,36836;0,5175;0,194908;1,84517;0,0233726;0,189191;0,193183;1,17622;0,709466;0,000444528
24-Jun-2003;;0,406849;0,520354;0,00025057;0,819036;8,67531E-05;;2,36414;0,5175;0,194561;1,84188;0,0233337;0,188854;0,192839;1,18164;0,708202;0,000443736
25-Jun-2003;;0,407061;0,527569;0,000251617;0,818235;8,65559E-05;;2,36469;0,5175;0,194606;1,84231;0,0233646;0,188898;0,192884;1,18425;0,708367;0,000443839
26-Jun-2003;;0,4081;0,525294;0,000253369;0,813039;8,65444E-05;;2,37414;0,5175;0,195384;1,84966;0,0234412;0,189652;0,193654;1,18556;0,711196;0,000445612
27-Jun-2003;;0,406916;0,528849;0,000253661;0,814163;8,65444E-05;;;0,5175;0,195979;1,85531;0,0235059;0,190231;0,194245;1,18069;0,713365;0,000446971
30-Jun-2003;;0,406357;0,526708;;0,815714;8,70699E-05;;2,37735;0,5175;0,196112;1,85656;0,0234966;0,190359;0,194377;1,17792;0,713848;0,000447273
1-Jul-2003;;0,403885;;0,000252152;0,820007;8,71395E-05;;2,36585;0,5175;0,195163;1,84758;0,0234247;0,189438;0,193436;1,17783;0,710393;0,000445108
2-Jul-2003;;0,403951;0,531246;0,000251951;0,818874;;;2,36761;0,5175;0,195029;1,8463;0,0234446;0,189308;0,193303;1,18107;0,709904;0,000444802
3-Jul-2003;;0,405753;0,532139;0,000252882;0,814826;8,67112E-05;;2,37195;0,5175;0,195386;1,84969;0,0234876;0,189654;0,193657;1,18238;0,711204;0,000445617
4-Jul-2003;;0,405662;0,52982;0,000252363;0,814586;;;;0,5175;0,195175;1,84769;;0,18945;0,193448;1,18536;0,710436;
7-Jul-2003;;0,408207;0,529028;0,000253395;0,810355;8,67531E-05;;2,37907;0,5175;0,195973;1,85524;0,0235415;0,190224;0,194239;1,17901;0,713341;0,000446956
8-Jul-2003;;0,40805;0,523362;0,000254014;0,811548;0,00008694;;2,38519;0,5175;0,19685;1,86355;0,0236033;0,191076;0,195108;1,17239;0,716535;0,000448957
9-Jul-2003;;0,407885;0,519757;0,000251724;0,811444;8,72543E-05;;2,3788;0,5175;0,196323;1,85855;0,0234933;0,190564;0,194585;1,16732;0,714614;0,000447753
10-Jul-2003;;0,406945;0,517065;0,000251023;0,81054;8,70099E-05;;2,38045;0,5175;0,196329;1,85861;0,0235355;0,19057;0,194591;1,17022;0,714636;0,000447767
11-Jul-2003;;0,407507;0,519652;0,000250434;0,809128;8,70099E-05;;;0,5175;0,196454;1,8598;0,0235377;0,190691;0,194716;1,16989;0,715093;0,000448053
14-Jul-2003;;0,407845;0,52142;0,000250749;0,809437;0,000087026;;2,38626;0,5175;0,196807;1,86314;0,0234913;0,191034;0,195066;1,16397;0,716379;0,000448859
15-Jul-2003;;0,407567;0,513811;0,000249205;0,810087;8,71189E-05;;2,38396;0,5175;0,196618;1,86135;0,0234384;0,19085;0,194878;1,15362;0,715688;0,000448426
16-Jul-2003;;0,409627;0,520714;0,000250667;0,803899;8,70136E-05;;2,40179;0,5175;0,198286;1,87714;0,0236508;0,19247;0,196532;1,14847;0,721762;0,000452232
17-Jul-2003;;0,409279;0,515004;0,000249089;0,808084;8,76988E-05;;2,3967;0,5175;0,197668;1,87129;0,023599;0,19187;0,195919;1,14813;0,719512;0,000450822
18-Jul-2003;;0,409289;0,510901;0,000250038;0,807977;8,76988E-05;;;0,5175;0,198101;1,87539;0,0236953;0,19229;0,196347;1,1484;0,721086;0,000451808
21-Jul-2003;;0,408696;0,511248;0,000249387;0,810649;8,75953E-05;;2,39301;0,5175;0,197364;1,86842;0,0236592;0,191575;0,195618;1,14291;0,718406;0,000450129
22-Jul-2003;;0,407151;0,507785;0,00024903;0,813055;8,72276E-05;;2,3893;0,5175;0,19692;1,86421;0,0236583;0,191144;0,195178;1,14851;0,71679;0,000449117
23-Jul-2003;;0,407365;0,51163;0,000248674;0,816109;8,70418E-05;;2,38607;0,5175;0,196654;1,8617;0,023588;0,190886;0,194914;1,14789;0,715822;0,00044851
24-Jul-2003;;;0,510735;0,000247368;0,817698;8,69346E-05;;2,3826;0,5175;0,195903;1,85459;0,0234911;0,190157;0,19417;1,151;0,713088;0,000446797
25-Jul-2003;;0,408081;0,516454;0,000247056;0,818684;8,69346E-05;;;0,5175;0,195969;1,8552;0,023525;0,19022;0,194234;1,15366;0,713326;0,000446946
28-Jul-2003;;0,408818;0,516681;0,000247203;0,820316;8,66846E-05;;2,38565;0,5175;0,196154;1,85696;0,0236059;0,1904;0,194418;1,15832;0,714001;0,000447369
29-Jul-2003;;0,407189;0,51493;0,00024745;0,817739;8,66505E-05;;2,38623;0,5175;0,195999;1,85549;0,0235885;0,190249;0,194264;1,15969;0,713435;0,000447014
30-Jul-2003;;0,406958;0,51058;0,000248735;0,816141;8,65819E-05;;2,38913;0,5175;0,196335;1,85867;0,0236176;0,190576;0,194597;1,16039;0,714659;0,000447781
31-Jul-2003;;0,408238;0,510494;0,000249416;0,813105;8,66673E-05;;2,39896;0,5175;0,197368;1,86845;0,0237265;0,191578;0,195621;1,15708;0,718418;0,000450137
1-Aug-2003;;0,410336;0,517239;;0,806707;8,66673E-05;;;0,5175;0,198427;1,87847;0,023835;0,192606;0,196671;1,15766;0,722273;0,000452552
4-Aug-2003;;0,408139;;0,000248896;0,812441;8,74421E-05;;2,39797;0,5175;0,197398;1,86874;0,0236888;0,191608;0,195651;1,15813;0,718529;0,000450206
5-Aug-2003;;0,407494;0,511551;0,000248178;0,81413;8,69365E-05;;2,39881;0,5175;0,197355;1,86833;0,0237233;0,191566;0,195608;1,15686;0,718371;0,000450107
6-Aug-2003;;0,406032;0,509634;0,000246957;0,816173;8,69382E-05;;2,39237;0,5175;0,196825;1,86331;0,0236467;0,191052;0,195083;1,1567;0,716444;0,0004489
7-Aug-2003;;0,407197;0,51493;0,000248489;0,814464;8,67262E-05;;2,39557;0,5175;0,197088;1,8658;0,0236485;0,191307;0,195344;1,15293;0,7174;0,000449499
8-Aug-2003;;0,408631;0,514227;0,000248203;0,811593;8,67262E-05;;;0,5175;0,196861;1,86365;0,0235733;0,191087;0,195119;1,15569;0,716575;0,000448982
11-Aug-2003;;0,409092;0,519415;0,000249936;0,811671;8,66683E-05;;;0,5175;0,197421;1,86895;0,0236569;0,19163;0,195674;1,14935;0,718611;0,000450258
12-Aug-2003;;0,40912;0,517868;0,000249643;0,811467;8,68729E-05;;2,39861;0,5175;0,197074;1,86567;0,0236341;0,191294;0,19533;1,15027;0,717351;0,000449468
13-Aug-2003;;0,409;0,519431;0,000250562;0,810519;8,67412E-05;;2,40179;0,5175;0,197455;1,86927;0,0236557;0,191663;0,195708;1,15328;0,718736;0,000450336
14-Aug-2003;;0,409865;0,5157;0,000250316;0,809835;0,000086804;;2,40126;0,5175;0,197411;1,86886;0,0236929;0,19162;0,195664;1,15533;0,718576;0,000450236
15-Aug-2003;;0,411171;;0,000250996;0,808721;0,000086804;;;0,5175;0,197543;1,8701;0,0236896;0,191748;0,195794;1,15128;0,719055;0,000450536
