SDRs per currency unit for the period  January 02, 2003 - December 15, 2017;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
Date;ALGERIAN DINAR   (DZD)                     ;Brunei dollar   (BND)                     ;Canadian dollar   (CAD)                     ;Colombian peso   (COP)                     ;euro   (EUR)                     ;Iranian rial   (IRR)                     ;Kazakhstani tenge   (KZT)                     ;Kuwaiti dinar   (KWD)                     ;Libyan dinar   (LYD)                     ;Qatar riyal   (QAR)                     ;rial Omani   (OMR)                     ;Russian ruble   (RUB)                     ;Saudi Arabian riyal   (SAR)                     ;U.A.E. dirham   (AED)                     ;U.K. pound sterling   (GBP)                     ;U.S. dollar   (USD)                     ;Venezuelan bolivar   (VEB)                     
10-Nov-2004;;0,400343;0,552627;0,000260423;0,859138;7,53439E-05;;2,24651;0,5175;0,181881;1,72184;0,0230905;0,176546;0,180271;1,23055;0,662047;0,00034568
11-Nov-2004;;;;0,000261936;0,857753;7,57043E-05;;2,25803;0,5175;0,182813;1,73067;;0,177451;0,181196;1,22421;0,665441;0,000347452
12-Nov-2004;;0,401424;0,556473;0,000261209;0,85743;;;;0,5175;0,182306;1,72586;0,0231499;0,176958;0,180693;1,224;0,663594;0,000346488
15-Nov-2004;;;;0,00026056;0,85806;7,53686E-05;;;0,5175;0,181961;1,7226;0,0231025;0,176624;0,180351;1,22731;0,662339;0,000345833
16-Nov-2004;;0,400308;0,554574;0,00026036;0,858458;7,52934E-05;;2,24577;0,5175;0,181821;1,72127;0,0230697;0,176488;0,180212;1,22617;0,661829;0,000345567
17-Nov-2004;;0,399504;0,553121;0,000260083;0,859118;7,50331E-05;;2,23801;0,5175;0,181193;1,71532;;0,175878;0,179589;1,22589;0,659541;0,000344372
18-Nov-2004;;0,400667;;;0,858773;;;;0,5175;0,181148;1,71489;0,0231047;0,175834;0,179544;1,22433;0,659377;0,000344286
19-Nov-2004;;0,399381;0,553188;0,000262066;0,858251;;;;0,5175;0,181093;1,71438;;0,175781;0,179491;1,22396;0,659179;0,000344183
22-Nov-2004;;0,400409;0,555988;0,000261568;0,858239;7,48735E-05;;2,23452;0,5175;0,18091;1,71264;0,0230888;0,175603;0,179309;1,22213;0,658512;0,000343835
23-Nov-2004;;0,399107;0,554108;0,000260705;0,860535;7,47271E-05;;2,23091;0,5175;0,180618;1,70988;0,0230508;0,17532;0,179019;1,22897;0,657449;0,00034328
24-Nov-2004;;0,398839;;0,000261095;0,861448;0,000074499;;2,22359;0,5175;0,180026;1,70427;;0,174745;0,178432;1,23116;0,655293;0,000342154
25-Nov-2004;;0,397997;0,553365;0,00026108;0,863063;0,000074277;;2,21646;0,5175;0,179448;1,69881;;0,174185;0,17786;1,23368;0,653192;0,000341057
26-Nov-2004;;0,398234;0,554362;0,000260886;0,864052;;;;0,5175;0,179315;1,69754;;0,174055;0,177728;1,23596;0,652706;0,000340803
29-Nov-2004;;0,398345;0,55096;0,000262799;0,864881;7,42847E-05;;2,21543;0,5175;0,179365;1,69802;0,023122;0,174103;0,177778;1,23344;0,652888;0,000340898
30-Nov-2004;;0,39659;;0,000262628;0,865614;7,40792E-05;;2,2093;0,5175;0,178869;1,69332;0,0231294;0,173622;0,177286;1,24181;0,651082;0,000339955
1-Dec-2004;;0,397787;0,548474;0,000262337;0,864617;7,40163E-05;;2,20693;0,5175;0,178676;1,6915;0,0232145;0,173435;0,177095;1,25224;0,650381;0,000339589
2-Dec-2004;;0,397763;0,545683;0,000262652;0,864489;7,39026E-05;;2,20328;0,5175;0,178381;1,68871;0,0231936;0,173149;0,176803;1,25635;0,649308;0,000339029
3-Dec-2004;;0,396095;;0,000262385;0,866123;;;;;0,178907;1,69368;0,0233186;0,173659;0,177323;1,25269;0,65122;0,000340027
6-Dec-2004;;0,396222;0,538663;0,00026145;0,869446;7,37157E-05;;2,19596;0,5175;0,177788;1,68309;0,0232452;0,172573;0,176215;1,25599;0,64715;
7-Dec-2004;;0,395616;0,535072;;0,870111;7,36401E-05;;2,19421;0,5175;0,177647;1,68175;0,0231984;0,172436;0,176075;1,25977;0,646634;0,000337633
8-Dec-2004;;0,396501;0,531462;;0,865955;;;2,20935;0,5175;0,178872;1,69335;0,0232723;0,173625;0,177289;1,25642;0,651094;0,000339961
9-Dec-2004;;0,396509;0,532421;0,000265785;0,868198;;;2,21423;0,5175;0,179268;1,6971;0,0232805;0,174009;0,177681;1,25189;0,652535;0,000340714
10-Dec-2004;;0,395853;0,535013;;0,865443;;;;0,5175;0,180243;1,70634;0,0233281;0,174956;0,178648;1,25043;0,656086;0,000342568
13-Dec-2004;;0,395831;0,531822;0,000267772;0,867138;;;2,2177;0,5175;0,179548;1,69976;;0,174282;0,177959;1,25156;0,653556;0,000341247
14-Dec-2004;;0,395652;0,526631;0,000269735;0,867946;7,40887E-05;;;0,5175;0,179054;1,69508;0,0232808;0,173802;0,17747;1,256;0,651758;0,000340308
15-Dec-2004;;0,394074;0,531629;0,000272602;0,870139;7,39095E-05;;2,20625;0,5175;0,178621;1,69098;0,0232954;0,173382;0,177041;1,25849;0,650182;0,000339485
16-Dec-2004;;0,39526;0,525084;0,000272997;0,869378;7,37709E-05;;2,20136;0,5175;0,178226;1,68723;0,0233048;0,172998;0,176648;1,26582;0,648741;0,000338733
17-Dec-2004;;;;0,000275641;0,864943;;;;0,5175;0,179148;1,69596;0,0233877;0,173893;0,177562;1,26077;0,652098;0,000340486
20-Dec-2004;;0,394979;;;0,869222;7,38089E-05;;2,20475;0,5175;0,1785;1,68983;0,0232951;0,173264;0,17692;1,264;0,64974;0,000339254
21-Dec-2004;;;0,529306;0,000278785;0,869955;7,37997E-05;;2,20397;0,5175;0,178437;1,68924;0,0232894;0,173203;0,176858;1,25732;0,649511;0,000339135
22-Dec-2004;;0,396942;;;0,871756;7,39909E-05;;;0,5175;0,17894;1,694;0,0233968;0,173691;0,177357;1,24576;0,651342;0,000340091
23-Dec-2004;;0,395596;;;0,873101;;;2,20175;0,5175;0,178257;1,68753;0,0233115;0,173028;0,17668;1,24606;0,648856;0,000338793
24-Dec-2004;;0,394108;0,526108;0,000269028;0,875964;;;;0,5175;0,177706;1,68231;0,023247;0,172493;0,176133;1,24609;0,64685;0,000337745
27-Dec-2004;;0,392243;;0,000271204;0,871649;7,32413E-05;;2,18655;0,5175;0,177027;1,67588;0,0231961;0,171834;0,17546;;0,644377;0,000336454
28-Dec-2004;;0,394102;;0,000270316;0,879042;7,33132E-05;;2,18795;0,5175;0,17714;1,67696;0,0232148;0,171944;0,175572;;0,64479;0,00033667
29-Dec-2004;;0,394489;;0,000267281;0,878508;7,34033E-05;;2,19064;0,5175;0,177358;1,67902;0,0232653;0,172155;0,175788;1,24087;0,645582;0,000337083
30-Dec-2004;;0,394687;0,535618;0,000267843;0,878904;7,34747E-05;;;0,5175;0,17749;1,68027;0,0232826;0,172283;0,175919;1,24031;0,646063;0,000337334
31-Dec-2004;;0,394119;0,534988;;0,877073;;;;0,5175;0,176899;1,67467;0,0232051;0,17171;0,175333;1,24365;0,643912;0,000336211
3-Jan-2005;;0,395465;;;0,875533;;;2,21989;0,5175;0,178079;1,68584;;0,172855;0,176503;1,23516;0,648207;0,000338454
4-Jan-2005;;0,397769;;0,000278287;0,869886;;;2,229;0,5175;0,17881;1,69277;;0,173565;0,177228;1,23353;0,650869;0,000339844
5-Jan-2005;;0,397657;;;0,866253;7,43374E-05;;2,24336;0,5175;0,179962;1,70367;;0,174683;0,178369;1,23007;0,655061;0,000342033
6-Jan-2005;;0,398455;0,530554;0,000280004;0,865405;7,44449E-05;;;0,5175;0,180345;1,7073;;0,175055;0,178749;1,22902;0,656455;0,000342761
7-Jan-2005;;0,398046;;;0,865053;;;;0,5175;0,180039;1,7044;;0,174758;0,178446;1,23237;0,655343;0,00034218
10-Jan-2005;;0,39885;;;0,861423;7,44282E-05;;2,25145;0,5175;0,180611;1,70982;;0,175313;0,179013;1,23379;0,657424;0,000343267
11-Jan-2005;;0,399566;0,539759;0,000278056;0,861927;7,42451E-05;;2,24591;0,5175;0,180167;1,70561;0,0234595;0,174882;0,178572;1,23213;0,655807;0,000342422
12-Jan-2005;;0,400037;;0,000275561;0,86205;;;2,24692;0,5175;0,180247;1,70637;0,023533;0,17496;0,178652;1,23025;0,6561;0,000342575
13-Jan-2005;;0,400132;;0,00027698;0,864441;;;2,23732;0,5175;0,179477;1,69908;0,0234428;0,174212;0,177889;1,23087;0,653296;0,000341111
14-Jan-2005;;0,401411;0,537626;0,000280388;0,859065;;;;0,5175;0,180282;1,7067;0,0234812;0,174994;0,178686;1,22688;0,656226;0,000342641
17-Jan-2005;;0,401284;0,539103;0,000278926;0,858139;7,41709E-05;;2,24596;0,5175;0,18017;1,70564;0,0234499;0,174885;0,178576;1,22402;0,655819;0,000342428
18-Jan-2005;;0,401248;0,537535;0,000279464;0,85815;;;2,25028;0,5175;0,180517;1,70893;0,023373;0,175222;0,17892;1,22947;0,657083;0,000343088
19-Jan-2005;;0,401666;;0,000276485;0,857931;;;;0,5175;0,180154;1,70549;0,0232892;0,174869;0,17856;1,23296;0,65576;0,000342398
20-Jan-2005;;0,403708;0,535297;0,000279165;0,853595;7,45605E-05;;;0,5175;0,18128;1,71615;;0,175963;0,179676;1,23097;0,65986;0,000344538
21-Jan-2005;;;0,540313;0,00027706;0,855338;;;;0,5175;0,181272;1,71607;;0,175955;0,179668;1,23039;0,65983;0,000344523
24-Jan-2005;;0,401809;0,535493;0,00027656;0,857737;7,41825E-05;;2,24834;0,5175;0,180361;1,70745;0,0234338;0,175071;0,178765;1,23445;0,656515;0,000342792
25-Jan-2005;;0,402885;0,531139;0,000277425;0,856667;7,43175E-05;;2,25243;0,5175;0,18069;1,71056;0,0235061;0,175389;0,179091;1,23419;0,65771;0,000343416
26-Jan-2005;;0,402238;0,53477;0,000277688;0,855914;7,43663E-05;;2,25391;0,5175;0,180808;1,71168;0,02342;0,175505;0,179208;1,23665;0,658142;0,000343641
27-Jan-2005;;0,40223;0,531385;0,000277173;0,856022;7,42726E-05;;2,25056;0,5175;0,18054;1,70914;0,023468;0,175244;0,178942;1,23757;0,657164;0,000343131
28-Jan-2005;;0,402527;0,529368;0,00027713;0,857088;;;;0,5175;0,18064;1,71009;0,0234125;0,175341;0,179041;1,23799;0,657528;0,000343321
31-Jan-2005;;0,401098;0,531245;0,000277765;0,857287;7,43058E-05;;2,25233;0,5175;0,180682;1,71048;0,0233937;0,175382;0,179083;1,23901;0,657681;0,000343401
1-Feb-2005;;0,401503;0,53076;0,000278364;0,857154;7,43484E-05;;2,25337;0,5175;0,180765;1,71127;0,0235283;0,175462;0,179165;1,23878;0,657983;0,000343558
2-Feb-2005;;0,401001;0,529432;0,000278505;0,857794;7,42102E-05;;2,24918;0,5175;0,180429;1,70809;0,0234838;0,175136;0,178832;1,23917;0,65676;0,00034292
3-Feb-2005;;0,401907;0,529549;0,000278379;0,855626;7,43474E-05;;2,25385;0,5175;0,180803;1,71163;;0,175499;0,179203;1,24287;0,658123;0,000343631
4-Feb-2005;;0,402565;;0,000278824;0,854504;;;;0,5175;0,181165;1,71506;0,0235655;0,175851;0,179562;1,24179;0,659441;0,00034432
7-Feb-2005;;0,404514;0,526873;0,000280309;0,85036;;;2,26736;0,5175;0,181887;1,72189;0,0235413;0,176551;0,180277;1,23972;0,662068;0,000345691
8-Feb-2005;;0,404841;0,533722;0,000281549;0,850191;7,51704E-05;;2,28111;0,5175;0,18299;1,73234;0,0236308;0,177623;0,181371;1,23599;0,666085;0,000347789
9-Feb-2005;;;;;0,848567;;;2,27711;0,5175;0,18267;1,7293;0,0236348;0,177311;;1,23814;0,664917;0,000347179
10-Feb-2005;;;0,536279;;0,850268;;;;0,5175;0,182821;1,73074;0,0236945;0,177458;0,181203;1,23757;0,665468;0,000347467
11-Feb-2005;;0,401604;0,53598;0,000282945;0,852916;;;;0,5175;0,182277;1,72559;0,023638;0,176931;0,180664;1,23774;0,66349;0,000346434
14-Feb-2005;;0,401304;0,534585;0,000281302;0,855751;7,45111E-05;;;0,5175;0,181304;1,71637;0,0235437;0,175985;0,179699;1,24512;0,659945;0,000344583
15-Feb-2005;;0,401736;0,534932;0,000282214;0,858915;0,000074522;;2,2599;0,5175;0,181289;1,71623;0,0235502;0,175971;0,179685;1,24475;0,659892;0,000344555
16-Feb-2005;;0,401864;0,5306;0,000282851;0,85962;7,44627E-05;;2,2576;0,5175;0,181104;1,71448;0,0235422;0,175791;0,179501;1,24216;0,659218;0,000344203
17-Feb-2005;;0,401159;0,535303;0,000282379;0,858649;7,43729E-05;;2,25487;0,5175;0,180885;1,71241;0,0235153;0,175579;0,179285;1,24435;0,658423;0,000343788
18-Feb-2005;;0,401679;;;0,859474;;;;0,5175;0,181087;1,71432;0,0235953;0,175775;0,179484;1,24719;0,659156;0,000344171
21-Feb-2005;;0,401719;0,533651;0,000284031;0,859565;7,43639E-05;;2,25486;0,5175;0,180884;1,7124;;0,175578;0,179283;1,24783;0,658418;0,000343786
22-Feb-2005;;0,400232;0,531603;0,000282047;0,862583;7,38612E-05;;2,23911;0,5175;0,179621;1,70044;0,0234923;0,174352;0,178031;1,24925;0,653819;0,000341384
23-Feb-2005;;0,401975;0,528479;0,000283072;0,864024;7,39452E-05;;2,24115;0,5175;0,179784;1,70199;0,0235137;0,174511;0,178193;1,24915;0,654415;0,000341695
24-Feb-2005;;0,401395;0,526217;;0,866343;;;;0,5175;0,179492;1,69922;0,0235484;0,174227;0,177904;1,24868;0,653351;0,00034114
25-Feb-2005;;0,401719;0,528632;0,000284111;0,863527;;;;0,5175;0,180199;1,70592;0,0236167;0,174914;0,178605;1,2519;0,655926;0,000342484
28-Feb-2005;;0,401295;0,530084;0,0002809;0,865345;7,37233E-05;;2,23543;0,5175;0,179326;1,69765;0,0235642;0,174066;0,177739;1,25464;0,652746;0,000340824
1-Mar-2005;;0,402275;0,525848;0,000280748;0,863766;7,37837E-05;;2,23827;0,5175;0,179554;1,69981;0,0235871;0,174287;0,177965;1,25598;0,653576;0,000341257
2-Mar-2005;;0,404085;0,529211;0,000281703;0,859786;0,00007408;;2,24752;0,5175;0,180295;1,70683;0,0236931;0,175007;0,1787;1,25335;0,656275;0,000342667
3-Mar-2005;;0,402965;0,526261;0,00028103;0,862018;;;2,24598;0,5175;0,180172;1,70566;0,0236551;0,174887;0,178578;1,25243;0,655826;
4-Mar-2005;;0,402914;0,532882;0,000281454;0,861433;;;;0,5175;0,180448;1,70827;0,023668;0,175155;0,178851;1,25244;0,65683;0,000342956
7-Mar-2005;;0,402375;0,532353;0,000279795;0,863641;7,38792E-05;;2,24117;0,5175;0,179786;1,70201;;0,174513;0,178195;1,25309;0,654422;0,000341699
8-Mar-2005;;0,402291;0,536741;0,000280942;0,865176;7,37284E-05;;2,23685;0,5175;0,17944;1,69873;;0,174176;0,177852;1,25609;0,65316;0,00034104
9-Mar-2005;;0,400646;;;0,867179;;;2,22523;0,5175;0,178507;1,6899;0,0235797;0,173271;0,176928;1,25223;0,649767;0,000339268
10-Mar-2005;;0,401385;;0,000278187;0,870673;;;2,2237;0,5175;0,178385;;0,0236428;0,173152;0,176806;1,25254;0,64932;0,000339035
11-Mar-2005;;0,400484;;0,000277646;0,871753;;;;0,5175;0,178513;1,68995;0,0236605;0,173276;0,176933;1,24746;0,649786;0,000339278
14-Mar-2005;;0,401617;0,538181;0,000278859;0,869847;0,000073428;;2,22774;0,5175;0,178709;1,6918;0,0236743;0,173466;0,177127;1,24902;0,650499;0,000339651
15-Mar-2005;;0,400822;0,538644;0,000277228;0,870663;7,34199E-05;;2,22799;0,5175;0,178729;1,692;;0,173486;0,177147;1,24995;0,650574;0,00033969
16-Mar-2005;;0,400656;0,540267;0,000275261;0,869599;7,33602E-05;;2,22693;0,5175;0,178644;1,6912;0,0236555;0,173404;0,177063;1,25078;0,650265;0,000339529
17-Mar-2005;;0,400504;0,540857;0,00027246;0,869862;7,33549E-05;;2,22677;0,5175;0,178631;1,69107;;0,173391;0,177051;1,25232;0,650218;0,000339504
18-Mar-2005;;0,401673;;;0,866319;;;;0,5175;0,17923;1,69674;;0,173973;0,177644;1,25006;0,652398;0,000340642
21-Mar-2005;;0,402521;0,541079;;0,865361;;;2,24529;0,5175;0,180117;1,70514;;0,174834;0,178523;1,24621;0,655626;0,000342328
22-Mar-2005;;0,401131;0,54531;0,000276377;0,8635;;;2,24455;0,5175;0,180057;1,70457;0,023767;0,174775;0,178464;1,24495;0,655408;0,000342214
23-Mar-2005;;0,402415;;;0,860565;;;;0,5175;0,181164;1,71505;0,0238597;0,17585;0,179561;1,23968;0,659437;0,000344318
24-Mar-2005;;0,402349;0,544543;;0,859127;;;2,26638;0,5175;0,181809;1,72115;;0,176475;0,1802;1,23694;0,661783;0,000345543
25-Mar-2005;;;;;;;;;0,5175;0,181925;1,72226;;0,176589;0,180315;;0,662208;0,000345764
28-Mar-2005;;0,40294;0,54306;0,000278927;;;;2,27564;0,5175;0,182552;1,72819;;0,177197;0,180936;;0,664488;0,000346955
29-Mar-2005;;0,402083;;0,000276615;0,857142;7,47172E-05;;2,27094;0,5175;0,182174;1,72462;0,0238262;0,176831;0,180562;1,24288;0,663115;0,000346238
30-Mar-2005;;0,40127;0,544857;0,000276945;0,857885;7,46669E-05;;2,26992;0,5175;0,182093;1,72384;0,0238204;0,176751;0,180481;1,24636;0,662818;0,000346083
31-Mar-2005;;0,401194;0,547197;0,000278517;0,858074;;;2,26675;0,5175;0,181838;1,72143;0,0237622;0,176504;0,180229;1,24607;0,66189;0,000345598
1-Apr-2005;;0,399344;0,544984;0,000280122;0,857875;;;;0,5175;0,181866;1,7217;0,0237417;0,176531;0,180257;1,24958;0,661992;0,000345652
4-Apr-2005;;0,399595;0,544724;0,000280952;0,856368;7,48398E-05;;2,27646;0,5175;0,182617;1,72881;0,0238317;0,177261;0,181001;1,24583;0,664727;0,00034708
5-Apr-2005;;0,3997;0,546332;0,000280728;0,853889;7,50231E-05;;2,28281;0,5175;0,183126;1,73363;0,0238581;0,177755;0,181506;1,2491;0,66658;0,000348047
6-Apr-2005;;0,400652;0,543876;0,000280445;0,854627;7,48044E-05;;2,2759;0,5175;0,182572;1,72838;0,0238417;0,177217;0,180956;1,24971;0,664562;0,000346994
7-Apr-2005;;0,400641;;0,000281195;0,858426;;;2,27487;0,5175;0,18249;1,7276;0,023887;0,177137;0,180875;1,24802;0,664262;0,000346837
8-Apr-2005;;0,40133;;;0,854011;;;;0,5175;0,183024;1,73266;0,0238965;0,177655;0,181404;1,24521;0,666207;0,000347852
11-Apr-2005;;0,399762;0,537284;;0,859361;7,45583E-05;;2,26892;0,5175;0,182012;1,72308;0,0238376;0,176673;0,180402;1,25091;0,662525;0,00034593
12-Apr-2005;;0,402074;0,53343;;0,859312;0,000074482;;2,26635;0,5175;0,181806;1,72113;0,0238348;0,176473;0,180197;1,2534;0,661773;0,000345537
13-Apr-2005;;0,402913;0,535469;0,000283578;0,855783;7,45126E-05;;2,26804;0,5175;0,181942;1,72241;0,0238306;0,176605;0,180332;1,25275;0,662268;0,000345796
14-Apr-2005;;0,402859;0,535653;0,000285614;0,852684;7,48166E-05;;2,27781;0,5175;0,182725;1,72983;0,0239002;0,177365;0,181108;1,25302;0,66512;0,000347285
15-Apr-2005;;0,401095;;;0,856206;;;;0,5175;0,182796;1,7305;0,023846;;0,181178;1,2539;0,665376;0,000347419
18-Apr-2005;;0,398766;0,529696;0,000279664;0,857267;7,43159E-05;;2,26409;0,5175;0,181625;1,71941;0,0237621;0,176297;0,180017;1,25572;0,661114;0,000345193
19-Apr-2005;;0,399826;0,532339;0,000279538;0,858559;;;2,26244;0,5175;0,181493;1,71816;0,0238029;0,176169;0,179886;1,26088;0,660633;0,000344942
20-Apr-2005;;0,399633;0,531747;0,000279752;0,859921;7,41026E-05;;2,25683;0,5175;0,181042;1,7139;0,0237697;0,175732;0,17944;1,26079;0,658994;0,000344086
21-Apr-2005;;0,399392;0,531481;;0,859945;7,40452E-05;;;0,5175;0,180923;1,71276;0,0237683;0,175615;0,179321;1,25864;0,658558;0,000343859
22-Apr-2005;;0,398959;0,533206;0,000281671;0,860575;;;;0,5175;0,180792;1,71153;0,0237315;0,175489;0,179192;1,2599;0,658083;0,000343611
25-Apr-2005;;0,400444;0,532987;;0,8552;;;2,2588;0,5175;0,181201;1,7154;0,0237715;0,175886;0,179597;1,26051;0,659571;0,000344388
26-Apr-2005;;0,40045;0,529317;0,000281463;0,85641;;;2,25939;0,5175;0,181248;1,71584;0,0237671;0,175931;0,179644;1,2572;0,659741;0,000344476
27-Apr-2005;;0,400884;0,530513;0,000282314;0,854449;7,42993E-05;;2,26486;0,5175;0,181686;1,71999;0,0237844;0,176357;0,180078;1,25687;0,661338;0,00034531
28-Apr-2005;;0,401276;0,528223;0,000282584;0,852635;7,42111E-05;;2,26267;0,5175;0,181511;1,71834;0,0237714;0,176187;0,179905;1,2593;0,660701;0,000344978
29-Apr-2005;;0,400201;0,524537;0,000281163;0,854243;7,40527E-05;;2,25785;0,5175;0,181124;1,71467;0,0237389;0,175811;0,179521;1,26056;0,659291;0,000344241
2-May-2005;;;0,527095;;0,851232;7,43142E-05;;2,26633;0,5175;0,181804;1,72111;;0,176471;0,180196;1,25458;0,661768;0,000345535
3-May-2005;;0,404105;0,527684;0,000281787;0,851176;7,43331E-05;;2,26741;0,5175;0,181891;1,72194;;0,176556;0,180282;1,25147;0,662085;0,0003457
4-May-2005;;0,402423;0,527018;;0,853718;7,40051E-05;;;0,5175;0,181068;1,71415;0,0237171;0,175757;0,179466;1,25365;0,659089;0,000344136
5-May-2005;;0,402331;;0,000281949;0,853587;;;2,25663;0,5175;0,181027;1,71375;0,023716;0,175717;0,179425;1,25488;0,658937;0,000344056
6-May-2005;;0,402676;0,530455;0,000282009;0,853805;;;;0,5175;0,181171;1,71512;0,0237343;0,175857;0,179568;1,25199;0,659462;0,000344331
9-May-2005;;0,403596;0,535748;;0,850422;;;2,27106;;;;;;0,180572;1,24897;0,663149;0,000346256
10-May-2005;;0,403226;0,535777;;0,852044;7,43704E-05;;2,27008;;0,182105;1,72396;;0,176763;;1,24857;0,662863;
11-May-2005;;;0,530659;0,000282933;0,852785;7,42565E-05;;2,26711;0,5175;0,181867;1,72171;0,0237991;0,176533;0,180258;1,24687;0,661997;0,000345654
12-May-2005;;0,403841;0,532616;;0,849846;;;2,27894;0,5175;0,182816;1,73069;0,0238789;0,177453;0,181198;1,24353;0,66545;0,000347457
13-May-2005;;0,404766;0,530421;0,000285667;0,846045;;;;0,5175;0,183957;1,74149;0,0239798;0,178561;0,182329;1,24225;0,669604;0,000349626
16-May-2005;;0,404408;0,528461;0,000285843;0,846984;7,51631E-05;;2,29917;0,5175;0,184439;1,74605;0,023958;0,179029;0,182807;1,23328;0,671357;0,000350541
17-May-2005;;0,404558;0,529232;0,000285556;0,846956;7,50416E-05;;2,29545;0,5175;0,184141;1,74323;0,0239444;0,178739;0,182511;1,2329;0,670272;0,000349975
18-May-2005;;0,40465;0,531837;0,000286572;0,84696;7,50892E-05;;2,29819;0,5175;0,18436;1,74531;0,0239622;0,178953;0,182729;1,229;0,671072;0,000350393
19-May-2005;;0,405054;0,530745;0,000286376;0,846963;7,49815E-05;;2,29438;0,5175;0,184055;1,74242;0,0239607;0,178656;0,182426;1,23313;0,66996;0,000349812
20-May-2005;;0,404865;0,531027;0,00028701;0,845602;;;;0,5175;0,184269;1,74445;0,0239791;0,178864;0,182639;1,23242;0,67074;0,000350219
23-May-2005;;;;0,000287927;0,844337;7,51828E-05;;2,3044;0,5175;0,184859;1,75003;;0,179436;0,183223;1,23057;0,672886;0,00035134
24-May-2005;;0,404938;0,532189;0,000288162;0,846782;;;2,29844;0,5175;0,18438;1,7455;0,0239415;0,178972;0,182749;1,23068;0,671144;0,00035043
25-May-2005;;0,406528;0,532185;0,000288867;0,845158;7,51432E-05;;2,30371;0,5175;0,184803;1,7495;0,0239929;0,179382;0,183167;1,22886;0,672682;0,000351233
26-May-2005;;0,405633;0,530863;0,000289003;0,843033;;;2,30544;0,5175;0,184942;1,75081;0,0239878;0,179517;0,183305;1,22931;0,673188;0,000351497
27-May-2005;;0,405962;0,535067;;0,845094;;;;0,5175;0,18498;1,75118;;;0,183343;1,22754;0,673328;0,000351571
30-May-2005;;0,406866;0,537337;;0,841596;7,53196E-05;;2,31092;;;;0,0240207;;;;0,674788;0,000352333
31-May-2005;;0,407495;0,541959;0,000290635;0,836031;7,56518E-05;;2,32189;;;1,76331;0,0240468;0,180798;;1,23266;0,677991;0,000354005
1-Jun-2005;;0,408453;;0,000290908;0,831994;;;2,33014;;;;0,0240522;;;1,23323;0,680401;0,000355264
2-Jun-2005;;0,405989;;;0,833076;;;2,32651;;;;0,0239415;;;1,23341;0,679341;0,00035471
3-Jun-2005;;0,406549;;;0,833896;;;;;0,186421;1,76481;0,0239135;0,180952;;1,23351;0,678571;0,000354308
6-Jun-2005;;0,407063;0,544866;;0,832347;;;2,32277;;0,186332;1,76398;0,0238576;0,180866;0,184683;1,23414;0,678249;0,00035414
7-Jun-2005;;0,406716;0,542505;0,000290276;0,831218;7,54305E-05;;2,31716;0,5175;0,185882;1,75972;0,0238132;0,18043;0,184237;1,23894;0,676612;0,000353285
8-Jun-2005;;0,407242;0,543425;0,000289966;0,833128;7,53815E-05;;2,31514;0,5175;0,18572;1,75818;;0,180272;0,184077;1,2405;0,676021;0,000352977
9-Jun-2005;;0,408413;0,5407;;0,830513;;;2,3239;0,5175;0,186423;1,76483;0,0238552;0,180954;0,184773;1,23752;0,678579;0,000354312
10-Jun-2005;;0,407335;;;0,830133;;;;0,5175;0,18649;1,76547;0,0238459;0,181019;0,184839;1,23858;0,678823;0,00035444
13-Jun-2005;;0,409865;0,544782;;0,826454;7,63593E-05;;2,34648;0,5175;0,188234;1,78198;;0,182713;0,186568;1,23482;0,685172;0,000357755
14-Jun-2005;;0,407968;0,54426;0,000291296;0,827433;7,61297E-05;;2,33995;0,5175;0,18771;1,77702;0,023919;0,182204;0,186049;1,23698;0,683264;0,000356759
15-Jun-2005;;0,408788;0,552424;;0,826734;;;2,34591;0,5175;0,188188;;;0,182668;0,186523;1,23876;0,685006;0,000357668
16-Jun-2005;;0,407845;0,551527;0,000292907;0,826934;0,000076027;;2,33757;0,5175;0,187519;1,77521;;0,182019;0,18586;1,24405;0,68257;0,000356396
17-Jun-2005;;;0,55185;0,000292835;0,829569;;;;0,5175;0,187159;1,7718;;0,181669;0,185503;1,24364;0,681259;0,000355712
20-Jun-2005;;0,407486;0,552058;;0,830445;7,57473E-05;;2,32923;0,5175;0,18685;1,76888;0,0238841;0,181369;0,185197;1,24261;0,680135;0,000355125
21-Jun-2005;;0,40797;0,55544;;0,826653;7,61118E-05;;2,34122;0,5175;0,187812;1,77799;0,0239455;0,182303;0,18615;1,2434;0,683636;0,000356953
22-Jun-2005;;0,408268;0,552277;0,00029476;0,82638;7,59673E-05;;2,33677;0,5175;0,187455;1,77461;0,0238974;0,181957;0,185797;1,24302;0,682338;0,000356275
23-Jun-2005;;0,408958;0,554855;0,000294883;0,824207;7,60332E-05;;2,33932;0,5175;0,18766;1,77655;0,0238679;0,182155;0,185999;1,24307;0,683082;0,000356664
24-Jun-2005;;0,40788;;0,000294698;0,825787;;;;0,5175;0,187771;1,77759;0,0238325;0,182263;0,186109;1,24545;0,683485;0,000356874
27-Jun-2005;;0,406699;0,553412;0,000293558;0,828539;7,58254E-05;;2,33267;0,5175;0,187126;1,7715;0,0238326;0,181637;0,18547;1,2471;0,68114;0,00035565
28-Jun-2005;;0,407161;0,555084;0,000294173;0,826596;7,60793E-05;;2,34048;0,5175;0,187753;1,77743;0,0239092;0,182245;0,186091;1,24512;0,68342;0,00035684
